Product Page URL,Section 19A approved medicine,Section 19A approval holder,Phone,Approved until,Status,Medicines in short supply/unavailable,Indication(s)
https://www.tga.gov.au/resources/section-19a-approvals/cisplatin-100mg100ml-1-mgml-solution-injection-multiple-dose-vial-fresenius-kabi-usa,"Cisplatin 100mg/100mL (1 mg/mL) solution for injection, multiple dose vial (Fresenius Kabi, USA)",Orspec Pharma Pty Ltd ABN 15 634 980 417,02 4339 4239,30 April 2025,Current,CISPLATIN ACCORD cisplatin 100 mg/100 mL concentrated injection vial - ARTG 286791 CISPLATIN ACCORD cisplatin 50 mg/50 mL concentrated injection vial - ARTG 286786,"Cisplatin may be used as a monotherapy or in combination with other chemotherapeutic agents in the treatment of: Metastatic non-seminomatous germ cell carcinoma Advanced stage, refractory ovarian carcinoma Advanced stage, refractory bladder carcinoma"
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-025mg-solution-injection-pre-filled-pen-czech-republic,(Approval lapsed) OZEMPIC semaglutide 0.25mg solution for injection pre-filled pen (Czech Republic),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 March 2025,Expired,OZEMPIC 0.25/0.5 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen - ARTG 308324,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-1mg-solution-injection-pre-filled-pen-czech-republic,(Approval lapsed) OZEMPIC semaglutide 1mg solution for injection pre-filled pen (Czech Republic),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 March 2025,Expired,OZEMPIC 1 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen - ARTG 315107,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-aciclovir-250mg-powder-solution-infusion-wockhardt-uk,"(Approval lapsed) Aciclovir 250mg powder for solution for infusion (Wockhardt, UK)",Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,30 November 2024,Expired,DBL Aciclovir 250mg/10mL Intravenous infusion injection vial - ARTG 56809,Aciclovir intravenous infusion is indicated for the purpose of: Promoting resolution of acute clinical manifestations of mucocutaneous Herpes simplex virus infections in immunocompromised patients. Treatment of severe first episode primary or non-primary genital herpes in immune competent patients. Treatment of acute manifestations of Varicella zoster virus infection in immunocompromised patients. Treatment of shingles (Varicella zoster virus infection) in immune competent patients who show very severe acute local or systemic manifestations of the disease. Benefits can be expected in patients with rash duration shorter than 72 hours. The use of the intravenous infusion may be warranted in only a small subgroup of immune competent patients with shingles. Treatment of Herpes simplex encephalitis.
https://www.tga.gov.au/resources/section-19a-approvals/timoptol-xe-050-timolol-5mgml-sterile-ophthalmic-gellan-solution-south-africa,TIMOPTOL XE 0.50 timolol 5mg/mL sterile ophthalmic gellan solution (South Africa),Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,30 June 2025,Current,TIMOPTOL-XE timolol 5mg/mL (as maleate) eye drops bottle - ARTG 50306,TIMOPTOL-XE is indicated for the reduction of elevated intraocular pressure in patients with: ocular hypertension chronic open-angle glaucoma aphakia and glaucoma
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-estradiol-transdermal-system-50mcgday-005mgday-sandoz-usa,"(Approval lapsed) Estradiol Transdermal System 50mcg/day (0.05mg/day) (Sandoz, USA)",Sandoz Pty Ltd ABN 60 754 449 553,1800 726 369,31 October 2024,Expired,ESTRADERM MX 50 estradiol 50 microgram/24 hours transdermal drug delivery system sachet - ARTG 56658 ESTRADOT 50 estradiol 50 microgram transdermal drug delivery system sachet - ARTG 338058,"Short term treatment of symptoms of estrogen deficiency due to the menopause, whether natural or surgically induced. In women with an intact uterus, estrogen should always be opposed by progestogen in an adequate dosage regimen to ensure secretory transformation of the endometrium at regular intervals. Combination HRT should not be used in hysterectomised women because it is not needed in these women and it may increase the risk of breast cancer."
https://www.tga.gov.au/resources/section-19a-approvals/permethrin-cream-5-ww-encube-ethicals-usa,"Permethrin cream 5% w/w (Encube Ethicals, USA)",Reach Pharmaceuticals Pty Ltd ABN 25 623 897 183,0422 429 648,30 September 2025,Current,LYCLEAR SCABIES CREAM - ARTG 46343,For the treatment of infestation with sarcoptes scabiei (scabies).
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-injection-usp-viaflex-bag-50ml-100ml-baxter-usa,"0.9% Sodium Chloride Injection, USP in VIAFLEX bag 50mL & 100mL (Baxter USA)",Baxter Healthcare Pty Ltd ABN 43 000 392 781,1800 229 837,30 April 2025,Current,N/A (Field Not Found/Timeout),"Is indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-beyfortus-nirsevimab-50mg05ml-injection-solution-pre-filled-syringe-chile,(Approval lapsed) BEYFORTUS nirsevimab 50mg/0.5mL injection solution in pre-filled syringe (Chile),Sanofi-aventis Australia Pty Ltd ABN 31 008 558 807,1800 818 806,31 October 2024,Expired,BEYFORTUS nirsevimab 50mg in 0.5mL solution for injection prefilled syringe - ARTG 397898,BEYFORTUS is indicated for the prevention of Respiratory Syncytial Virus (RSV) lower respiratory tract disease in: Neonates and infants born during or entering their first RSV season. Children up to 24 months of age who remain vulnerable to severe RSV disease through their second RSV season. BEYFORTUS should be used in accordance with official recommendations.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-cisplatin-1mgml-100mg100ml-concentrate-solution-infusion-accord-uk,"(Approval lapsed) Cisplatin 1mg/mL (100mg/100mL) concentrate for solution for infusion (Accord, UK)",Accord Healthcare Pty Ltd ABN 49 110 502 513,1800 222 673,30 September 2024,Expired,CISPLATIN ACCORD cisplatin 50 mg/50 mL concentrated injection vial - ARTG 286786 CISPLATIN ACCORD cisplatin 100 mg/100 mL concentrated injection vial - ARTG 286791,"Cisplatin may be used as a monotherapy or in combination with other chemotherapeutic agents in the treatment of: Metastatic non-seminomatous germ cell carcinoma Advanced stage, refractory ovarian carcinoma Advanced stage, refractory bladder carcinoma Refractory squamous cell carcinoma of the head and neck"
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-busulfan-injection-6mgml-60mg10ml-single-use-vial-sterimax-canada,"(Approval lapsed) Busulfan for injection 6mg/mL (60mg/10mL) single use vial (SteriMax, Canada)",ORSPEC Pharma Pty Ltd ABN 15 634 980 417,02 4339 4239,30 August 2024,Expired,BUSULFAN ACCORD busulfan 60 mg/10 mL concentrated injection vial - ARTG 300848,"Indicated for use in combination with cyclophosphamide, melphalan or fludarabine in conditioning prior to haematopoietic stem cell transplantation."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-shingrix-recombinant-varicella-zoster-virus-glycoprotein-e-antigen-50-micrograms-powder-and-suspension-suspension-injection-gsk-nz,"(Approval lapsed) SHINGRIX Recombinant Varicella Zoster Virus glycoprotein E antigen 50 micrograms, powder and suspension for suspension for injection (GSK, NZ)",GlaxoSmithKline Australia Pty Ltd ABN 47 100 162 481,1800 033 109,31 October 2024,Expired,SHINGRIX Recombinant Varicella Zoster Virus glycoprotein E antigen vaccine 50 micrograms powder vial and suspension vial for suspension for injection - ARTG 289257,SHINGRIX is indicated for the prevention of herpes zoster (HZ) and post-herpetic neuralgia in: adults 50 years of age or older; adults 18 years of age or older at increased risk of HZ.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-paracetamol-kabi-10mgml-1000mg100ml-solution-infusion-vials-malaysia,(Approval lapsed) Paracetamol Kabi 10mg/mL (1000mg/100mL) solution for infusion vials (Malaysia),Fresenius Kabi Australia Pty Limited ABN 39 109 383 593,1300 732 001,31 August 2024,Expired,B. BRAUN PARACETAMOL paracetamol 1000 mg/100 mL solution for infusion bottle - ARTG 275359 PARACETAMOL KABI paracetamol 1000mg/100mL solution for injection in freeflex bag - ARTG 218687 PARACETAMOL KABI paracetamol 1000mg/100mL solution for injection vial - ARTG 203624,Paracetamol 10 mg/mL solution for infusion is indicated for the relief of mild to moderate pain and the reduction of fever where an intravenous route of administration is considered clinically necessary.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-shingrix-herpes-zoster-vaccine-recombinant-adjuvanted-powder-and-suspension-suspension-injection-gsk-hong-kong,"(Approval lapsed) SHINGRIX Herpes Zoster vaccine recombinant, adjuvanted powder and suspension for suspension for injection (GSK, Hong Kong)",GlaxoSmithKline Australia Pty Ltd ABN 47 100 162 481,1800 033 109,30 June 2024,Expired,SHINGRIX Recombinant Varicella Zoster Virus glycoprotein E antigen vaccine 50 micrograms powder vial and suspension vial for suspension for injection - ARTG 289257,SHINGRIX is indicated for the prevention of herpes zoster (HZ) and post-herpetic neuralgia in: adults 50 years of age or older; adults 18 years of age or older at increased risk of HZ.
https://www.tga.gov.au/resources/section-19a-approvals/izotop-dmsa-15-mg-powder-solution-injection,IZOTOP DMSA 1.5 mg powder for solution for injection,Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific ABN 66 072 147 561,02 9503 8100,31 March 2025,Current,RADPHARM DMSA kit for the production of Technetium (99mTc) succimer powder for injection multidose vial - ARTG 14326,"After radiolabeling with sodium pertechnetate (99mTc) solution, the 99mTc- DMSA obtained may be used as a static renal imaging pharmaceutical and is particularly suited for evaluation of renal cortex, delineation of renal space occupying lesions, determination of intrarenal function distribution and identification of ectopic renal sites."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-beyfortus-nirsevimab-50mg05ml-injection-solution-pre-filled-syringe-germany,(Approval lapsed) BEYFORTUS nirsevimab 50mg/0.5mL injection solution in pre-filled syringe (Germany),Sanofi-Aventis Australia Pty Ltd ABN 31 008 558 807,1800 818 806,31 March 2025,Expired,BEYFORTUS nirsevimab 50mg in 0.5mL solution for injection prefilled syringe - ARTG 397898,BEYFORTUS is indicated for the prevention of Respiratory Syncytial Virus (RSV) lower respiratory tract disease in: Neonates and infants born during or entering their first RSV season. Children up to 24 months of age who remain vulnerable to severe RSV disease through their second RSV season. BEYFORTUS should be used in accordance with official recommendations.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-beyfortus-nirsevimab-100mg1ml-injection-solution-pre-filled-syringe-germany,(Approval lapsed) BEYFORTUS nirsevimab 100mg/1mL injection solution in pre-filled syringe (Germany),Sanofi-Aventis Australia Pty Ltd ABN 31 008 558 807,1800 818 806,31 October 2024,Expired,BEYFORTUS nirsevimab 100mg in 1mL solution for injection prefilled syringe - ARTG 397899,BEYFORTUS is indicated for the prevention of Respiratory Syncytial Virus (RSV) lower respiratory tract disease in: Neonates and infants born during or entering their first RSV season. Children up to 24 months of age who remain vulnerable to severe RSV disease through their second RSV season. BEYFORTUS should be used in accordance with official recommendations.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-pyron-sodium-pyrophosphate-25mg-powder-injection-vial-hungary,(Approval lapsed) PYRON sodium pyrophosphate 25mg powder for injection vial (Hungary),Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific ABN 66 072 147 561,02 9503 8100,15 July 2024,Expired,RADPHARM PYP kit for the preparation of Technetium (99mTc) tin pyrophosphate powder for injection multidose vial - ARTG 14328,"Evaluation of cardiac ventricular function, heart wall motion and blood pool imaging."
